body_acc_x_mean,body_acc_y_mean,body_acc_z_mean,body_acc_x_std,body_acc_y_std,body_acc_z_std,body_acc_x_max,body_acc_y_max,body_acc_z_max,body_acc_x_min,body_acc_y_min,body_acc_z_min,Activity,ActivityName
0.00226869044134375,-0.0016553713205468747,-0.00812555056015625,0.002941028955878465,0.004600700582145665,0.018504363462076543,0.01081025,0.01076681,0.05556068,-0.004294253,-0.01261049,-0.03300622,5,STANDING
0.00017373955275000003,0.000381628339609375,-0.0050253200125,0.0019809172471986166,0.005929725093276461,0.01012173212357535,0.005250842,0.01663353,0.01266003,-0.006706148,-0.01261049,-0.02685954,5,STANDING
0.000428091215703125,-0.00122159141171875,-0.0017025929382812502,0.002908354835315758,0.007310279372108388,0.006785920810350644,0.008166536,0.01663353,0.01266003,-0.01048281,-0.01533268,-0.01459605,5,STANDING
0.00032935231273437495,-0.004753393611875,-0.00494682587421875,0.0026779500705856186,0.0045509978745694795,0.004684485336784584,0.008166536,0.005359476,0.006107054,-0.01048281,-0.01533268,-0.01567863,5,STANDING
-0.00019515715203125,0.00029818547171875,-0.00233029287640625,0.0020154352801774497,0.004990937811439517,0.004719141445319133,0.005649551,0.009660944,0.009009467,-0.006847138,-0.01466167,-0.01567863,5,STANDING
-7.7691765703125e-05,0.0036927301098437504,0.001047306393125,0.0022755251968116634,0.0033455583710165515,0.0038345109083728185,0.005649551,0.0118101,0.01013372,-0.006847138,-0.004910137,-0.009768125,5,STANDING
0.00038704339601562497,-0.0013126573885937501,-0.00056637150859375,0.0024094828200060397,0.007310461940098447,0.006038242351502882,0.006637327,0.0118101,0.01336716,-0.005558123,-0.02169917,-0.01881881,5,STANDING
-2.9529718359375004e-05,-0.007002324574609375,-0.0056332259484375,0.0025265660600622287,0.00738831160175906,0.006312764047988354,0.006637327,0.007527532,0.01336716,-0.006030253,-0.02481139,-0.01970548,5,STANDING
-5.8185086242187456e-05,-0.0024193387269531245,-0.004110487111953125,0.002277624965426367,0.008321323912919266,0.00593904988947415,0.006896555,0.01273926,0.00969264,-0.006030253,-0.02481139,-0.01970548,5,STANDING
0.0006202866657109375,0.0037648777023437502,0.0007407803482031251,0.0030948046512915294,0.006362245029644983,0.005478265020894644,0.007276387,0.01863958,0.01414327,-0.009267778,-0.01347027,-0.01524848,5,STANDING
-0.0001433272791015625,0.0023164320969531246,0.00160853301,0.003091026236575073,0.0063080459552797875,0.005637128536307265,0.007276387,0.01863958,0.01414327,-0.009267778,-0.01347027,-0.01524848,5,STANDING
-0.0002777131511328125,-0.002257056467109375,3.478350921875005e-05,0.0019807024869717476,0.003902503037161213,0.004316995415822264,0.004692308,0.008276423,0.01133455,-0.005894736,-0.01207056,-0.009700691,5,STANDING
0.000181605713125,-0.0017186222710937503,-0.00146145341640625,0.001693014333339601,0.004333644168419458,0.0036814935734656336,0.004692308,0.009334352,0.008819071,-0.004876628,-0.01207056,-0.009700691,5,STANDING
-8.259614593749998e-05,0.001272128770703125,0.0005124133817968751,0.0016757158984108728,0.0033388253010437885,0.004202632594226928,0.00508071,0.009547867,0.0102795,-0.004898921,-0.007232957,-0.00945394,5,STANDING
0.0041978554525,0.0232002855,0.01540691931296875,0.005089229427737445,0.032917563174614466,0.02058587535525767,0.01663841,0.08399439,0.06358103,-0.007131197,-0.0167168,-0.01543249,5,STANDING
0.00033543391312500004,-0.0030851784322499997,-0.004549659834296875,0.002436021501012157,0.006006655485303407,0.005990291784577752,0.006151487,0.008573848,0.01310886,-0.007131197,-0.0167168,-0.01543249,5,STANDING
0.0003014134542734375,0.0012261936677500002,-0.0028215438206249995,0.002402971923654172,0.0048125498032514325,0.006135207113883282,0.006151487,0.01315523,0.009293779,-0.00454233,-0.01019937,-0.01529079,5,STANDING
0.0005273885559921876,0.0016895626728906249,0.0006399213671874999,0.0021590301452530784,0.0038511305656029463,0.0047324310580461664,0.005911497,0.01315523,0.01411927,-0.006345916,-0.006261663,-0.01529079,5,STANDING
3.2003923281249995e-05,-0.000562573351328125,-0.00029082933835937496,0.0022251121586074184,0.0028801396495061094,0.003707698962152583,0.004049771,0.006017074,0.01411927,-0.008133458,-0.007277362,-0.008810594,5,STANDING
-0.000413725171328125,8.311265335937507e-05,-0.00103117040390625,0.0021213384946970415,0.0033395184645685244,0.003440237308192286,0.003522389,0.007094254,0.007921262,-0.008133458,-0.007277362,-0.008602762,5,STANDING
-2.8958115234374915e-06,0.0014789517866406249,0.00014217962210937493,0.0020912884124219774,0.0026947790462773513,0.0037392790468714207,0.006313647,0.007330521,0.01172435,-0.00517858,-0.005557761,-0.008602762,5,STANDING
-8.72514912109375e-05,-0.00044330449328125004,0.0005637156553124999,0.00213692685696509,0.0034356647023690897,0.003625705542005844,0.006313647,0.007330521,0.01317547,-0.00645538,-0.009753124,-0.006876962,5,STANDING
-0.00039144398414843755,-0.0021641817169921872,-0.0008237298730468751,0.002104923578691578,0.003412949552094153,0.003982737184506548,0.004251927,0.005895882,0.01317547,-0.00645538,-0.009753124,-0.01310733,5,STANDING
0.0003347643424140625,-0.0003022623585546875,-0.0002820164148437498,0.0019343112462554726,0.003886495098862884,0.004656452014151497,0.004845951,0.0105049,0.008585231,-0.006237411,-0.007821312,-0.01310733,5,STANDING
0.0008531180974218751,0.00274187871859375,0.0017945788566359375,0.0018875172438124871,0.0036855053262662796,0.004235116591996465,0.005589781,0.01292759,0.01440508,-0.004571558,-0.006526757,-0.008784454,5,STANDING
0.00029199637578125007,0.0013674709632812499,0.0005653670564015625,0.0020409822012798927,0.004097155561522579,0.004192022493611538,0.005589781,0.01292759,0.01440508,-0.005955716,-0.007835434,-0.01296622,5,STANDING
-0.00037946079296875,-0.000461930775234375,0.000506035197421875,0.001654153863013403,0.002804093239077221,0.0040550657558927556,0.005369383,0.005537928,0.01019252,-0.005955716,-0.008319196,-0.01296622,5,STANDING
-0.027423536419375,0.10826019883593749,0.0565136401171875,0.0323846401659806,0.1409294187707225,0.10276427125081793,0.01269454,0.3860896,0.2920406,-0.09473339,-0.03635034,-0.03687977,4,SITTING
0.001994011503804687,-0.01065648041796875,-0.01244282411484375,0.006942259779886849,0.020171420944219132,0.013504460604741721,0.01269454,0.05254424,0.009012694,-0.02190997,-0.03635034,-0.03687977,4,SITTING
0.0004990939870546875,-0.0012304450351562498,0.00085362916484375,0.003737227171066631,0.011876825610931363,0.006329364337061176,0.01036702,0.01207437,0.01026963,-0.007755159,-0.03087381,-0.01586949,4,SITTING
-0.011484648267375,0.026879096379296877,-0.00505578716296875,0.06137920493300782,0.04436610724668404,0.07970117054816481,0.1424521,0.1640892,0.2127235,-0.2358983,-0.03245336,-0.2134469,4,SITTING
-0.065796853784375,0.10083268419179686,0.044219182463593756,0.07960462858803899,0.07208206977091787,0.10348802589762426,0.1424521,0.2290005,0.2127235,-0.2358983,-0.03245336,-0.2134469,4,SITTING
-0.054337738488281245,0.08939494665,0.0411440983359375,0.06334380036536458,0.07442878945804508,0.06993545789525554,0.02324337,0.2290005,0.2085871,-0.1942444,-0.01578497,-0.0395927,4,SITTING
0.005381491798437499,0.006763776568125001,-0.014053555924765624,0.015489910718391486,0.029178619419781556,0.013222967930259977,0.02324337,0.0898956,0.01336344,-0.03869595,-0.0197529,-0.0395927,4,SITTING
0.0027169522732812504,-0.0036173581980468747,-0.002785184709140625,0.008735355362029225,0.0078797196294662,0.009730676412274528,0.02273598,0.008079249,0.01168064,-0.01101388,-0.0197529,-0.02880869,4,SITTING
-0.001374050682734375,0.001429395058828125,0.00058972049359375,0.0034014138638945313,0.002887503196588088,0.004183772917954242,0.006217252,0.008079249,0.01168064,-0.01101388,-0.005411147,-0.007601987,4,SITTING
0.00040755258203124995,7.186188076718749e-05,-0.00072973684046875,0.0026829839201007533,0.00244460369409367,0.0033326419039597394,0.006217252,0.009097127,0.009593201,-0.005840172,-0.005411147,-0.007601987,4,SITTING
-0.00025082533100000007,0.0005245478839703125,9.086002062500003e-05,0.0028443492123047726,0.0026552063069041633,0.003991487819972857,0.008419753,0.009097127,0.009593201,-0.006076621,-0.004510015,-0.01229156,4,SITTING
-0.008330132995703125,0.0130935595546875,-0.00479993768046875,0.007900681809482338,0.02449546744228727,0.00869431422195152,0.007536633,0.04039179,0.009667838,-0.03044256,-0.06863446,-0.0254005,4,SITTING
-0.000920636948203125,0.012408015771875,-0.00038457699140625,0.004395963888342484,0.012776171594856743,0.004676163017978678,0.007536633,0.04039179,0.009667838,-0.01741852,-0.004754596,-0.01126455,4,SITTING
0.0008098211644531252,-0.000680138064765625,-0.0010191764617187501,0.0028797184456594523,0.004393169475983519,0.004627155951483582,0.007435459,0.01007307,0.01095026,-0.009361701,-0.009496201,-0.01126455,4,SITTING
0.00017650587773437496,-0.001319751816015625,0.0001114388046562501,0.0032285126542616876,0.004353596784126117,0.004449698651701877,0.007435459,0.01238945,0.01095026,-0.009361701,-0.01075495,-0.01413995,4,SITTING
-0.000864749218359375,0.0037754687503125,-2.8141573390624993e-05,0.00286749798527443,0.0048292484950136485,0.0041831761639195535,0.007214619,0.01276661,0.01032043,-0.007352868,-0.01075495,-0.01413995,4,SITTING
0.00030507930367187506,0.0004600944093749997,-0.001489179586640625,0.0030251182146375974,0.006755672999434669,0.004936880320408172,0.006151748,0.01276661,0.00967852,-0.007352868,-0.01135129,-0.01722542,4,SITTING
